dim_0,dim_1,cluster
-13.18118505445601,13.297045583095707,0
37.126754800658,-26.50906513180149,-1
-15.890658464298411,11.158417595293711,50
-12.038480574310125,5.342364162240221,-1
38.8692488708948,-20.082098687319856,-1
-35.58714211503506,-21.852549876390512,-1
-9.749721162137051,4.7334695323223706,47
-6.403692619277456,20.631543791624043,-1
-33.62138887215387,-22.44890656111844,-1
-32.92430228892103,-20.73180815781853,-1
-31.865449880459057,-22.920187862782736,-1
-34.60619425685728,-19.313500517751837,-1
-35.85128255208036,-19.25323808565483,-1
-31.756534246688684,-23.079577339955616,-1
37.62445499145833,-18.838917578555098,214
-17.68386174014747,-12.923326227918723,71
30.05177360743432,-29.38944824638388,181
39.84903174928551,-21.41103157007231,-1
9.917354565203349,33.85214858927342,-1
38.27758706550178,-16.828822065353307,217
-15.941281986591374,10.980243522670012,50
-1.8313569643791263,22.42151138683347,-1
36.0261253118094,-24.35507583546841,-1
11.168575553339238,30.089067900277517,142
-27.119413516352576,-27.13385430133784,112
-29.198134963125543,-25.547720027651764,-1
11.997140714266978,33.07445912033101,-1
-13.339712581495316,13.078777099666452,0
9.463644760398989,28.402058398374784,145
9.580841025488136,35.569653785320874,169
-33.10508068685574,-22.719147351034355,-1
38.27933882282877,-24.862646594883664,-1
-23.828361106661344,-13.47458097943598,73
13.214644914600916,32.4135730104213,139
-16.001604888423376,14.57034228892405,-1
-13.914475305413015,11.190839282955055,30
27.87560205761746,-24.698555042812583,-1
-14.73382990998883,12.518647032973082,-1
12.81518953479526,31.911226074092973,136
40.333092404660334,-22.3787028174256,210
36.095733205827514,-26.824509296357867,-1
45.76052196285339,-14.68986451587616,233
-11.222586172489924,8.163819304060604,-1
-11.31684014769923,7.700247155099982,-1
-32.34408727148566,-23.659073618649696,79
35.65847303587666,-24.7808370420236,-1
43.035720705156336,-17.773440354836712,-1
-8.746244151655157,21.61666337504016,-1
-5.503285913699096,22.810507468801624,-1
9.076281553193173,30.445381936643876,167
38.585528391198665,-23.492974425779803,-1
-5.39906265627508,13.84834326211034,-1
-24.61370525509784,-28.70792372278043,-1
-9.899975302205156,17.791915144052187,42
-16.341963888951337,11.20518120349324,50
-4.126075263948662,22.61991617710433,-1
-14.446360437655176,9.411106910009453,39
-14.853903766905104,12.42655854591216,-1
-35.10593067198345,-19.85283986067033,92
-35.43058392515982,-20.381111113060925,-1
-15.78832699007817,14.658836649188466,-1
-31.123130719148502,-23.7227556612138,81
-14.073537415803829,-4.791353471828728,-1
42.23358898290082,-21.57399579667785,-1
-29.189525330539595,-24.141228524997675,104
-0.8861945261485108,4.690175278011565,-1
41.40381668436616,-18.54032944019587,-1
-9.281608201131066,12.463495967685876,-1
-8.941629299364052,-2.960498096240749,-1
35.996901542472145,-24.64063181811788,-1
-10.843459574369348,10.929743477386898,35
6.43430408219813,10.169859705365525,69
39.899254150132464,-19.348755460291507,-1
-32.306128046354665,-21.49611196678444,-1
-33.919842177135955,-19.728935740760303,88
-10.45419994896497,-2.101720673482331,-1
41.082941476086155,-20.265918874715055,-1
43.9213583978324,-17.131796724454148,225
-14.731796668747863,-3.3212496881135034,-1
11.188979798343084,32.54650392835517,150
41.837127101879055,-20.020606041490417,-1
42.95535460379975,-20.62669757509252,-1
-33.26671824746665,-21.602298215275116,82
-10.436305777063469,3.5032674684509097,-1
-33.389439812047215,-20.267575384808687,89
-10.7931306040038,5.532130997999109,-1
38.68877960155429,-24.95474042115837,-1
-13.437693875246827,11.066573398421776,29
0.0668546721270193,4.276169755543106,-1
8.889846793395424,30.630775375540008,167
-11.214535499605084,13.745156968317591,-1
31.85752584161907,-31.01602217250327,-1
45.460137593803935,-18.450964129745916,231
9.942753256079708,34.33104317656493,-1
-15.174068728084077,14.312592343851554,19
-32.131921581922875,-23.06104904552064,-1
-5.054900426071744,6.614947732460263,-1
-10.411890618829313,10.028194573425028,36
38.87291910746429,-22.284403709771347,201
-29.962363773929624,-25.75483511941468,103
9.972311223098195,34.27728045019726,-1
-17.66789393853376,-11.732983351555228,71
-29.68096157761009,-23.848557502017123,-1
11.411305730136691,27.04853368982937,121
-33.13253503804458,-21.658124853355627,82
-12.719198788923434,11.68220516776127,12
-32.906230209021615,-20.787530127060833,-1
-12.77412460974652,13.033449283711583,2
11.960404879995052,31.01147120861765,141
-1.6792514128680862,8.547550050703178,53
-29.48875258241274,-25.728000572453045,102
-14.481425507444266,16.98583917384267,-1
41.40381668436615,-18.54032944019588,-1
45.53800390928986,-18.45635427479117,231
45.46952504097299,-15.84796807846763,-1
-0.8932094268318871,9.419060952214386,65
40.37121930453748,-23.709261851422376,212
-33.54444411235087,-21.35847661214721,83
-33.76252263058064,-23.205765145194935,-1
-2.155964717082484,1.2350483984314256,-1
-6.447690753820715,25.69715282727465,-1
39.13534417237205,-21.25998795662399,202
-31.732779551744414,-23.119024315410694,-1
-9.262987877983834,14.434021452344968,-1
-0.7659057900413125,14.866105149870895,-1
-37.22786706478713,-17.66297901500923,110
-35.19376582401734,-20.210796754050953,92
40.913861928574,-20.38458853054774,-1
-14.56138488551923,14.146221826168652,13
-4.776857841544937,24.96604513085436,-1
-8.747152039476108,12.643516299070976,-1
-1.572460053236961,2.23839388798142,-1
12.273554685347424,34.13092192761225,156
0.2094600196663897,6.761948312350024,60
-13.98249940115859,4.397091520521947,-1
-33.600994452478616,-21.18243650886645,83
-2.9083447177568007,23.154647149939873,-1
11.814837061720482,27.99856589937639,122
-9.853692332098673,7.948826986522818,-1
-33.91170056980875,-20.90762426419524,-1
-28.93801790612927,-27.05658209482695,-1
-8.512622780786504,13.818481745133598,-1
39.77621500187824,-22.259071525447386,202
-32.82869376423135,-24.23544321614708,-1
-7.689415079128284,-4.719532626114024,-1
-14.999343032620516,9.872081006929166,40
-7.935489654704017,-3.6000251571707005,-1
34.34689527596845,-25.19339799333309,-1
4.010683468533115,11.511977084022616,69
34.17114865046401,-30.32896867567439,-1
41.23859987646899,-23.4224395803184,-1
-27.40116039099428,-25.866935532854377,-1
-8.098672543060381,18.932297204675013,-1
39.44480588333277,-21.56976384967662,202
-35.08805833170456,-22.09617772601326,-1
-30.567192937052912,-25.25815718319549,108
-11.098465879176649,19.267121903489333,42
38.90946439019785,-20.194446495784753,-1
-27.116851003831197,-28.36688965598158,117
-12.584250174882667,3.721979857580658,44
-7.774615943285055,15.883872539035057,-1
43.66047428987484,-16.805150148392293,-1
8.868565649515778,30.377079985968788,167
-13.547047438056689,12.165701767283965,-1
-33.70586766015393,-19.703395401955685,88
-13.489056470548942,6.695739858941789,-1
-7.542212473315468,17.360917847957666,-1
-14.933764992787518,13.677378473476894,8
-14.132249465010592,15.23138848989657,20
-8.509341774765874,22.250762493721897,-1
-10.249143230103734,12.344155566080284,31
35.96079675398014,-27.44103306236411,-1
-14.4096441728574,-10.697458098023358,70
-30.74917141863991,-23.071512684511543,-1
10.463806957066776,29.10472829737772,144
11.20173532198042,34.455819039593756,158
-29.997285457055817,-23.460063404831924,105
37.126754800658,-26.50906513180148,-1
28.700355182262975,-25.918919773436432,-1
-1.677867269086085,3.5869040715320684,62
41.043962773404026,-19.759222300983833,-1
-35.476531387845185,-21.49893025437187,-1
-35.01703897323906,-21.492126650769784,-1
-10.67093673816832,9.763132246659026,36
-11.318267948737551,3.3795325007505053,-1
12.699859286693778,28.65426628399983,124
38.184251982666034,-17.396136311879697,217
-14.696135658675988,12.047529437157165,9
42.892722797233475,-17.37484627341048,-1
9.779793954459103,34.03048012207692,-1
-5.834203205526782,23.732050020708687,-1
43.35136340999993,-19.749371280929285,-1
-36.074449183243495,-17.604297725208262,99
13.797983048725628,32.49013804111174,140
13.434533335099577,3.0521652474270766,-1
12.463260660827917,34.00885821380724,156
-11.620547710461066,19.844995177930137,-1
-35.85041606627554,-17.85833200417801,99
-7.450152081477011,12.897003520519975,-1
-5.837028101227214,16.945126009290526,-1
-31.46852500368094,-23.114056056880507,77
33.24822469920031,-25.289784441638417,-1
-32.81928256503617,-20.950118841680055,-1
8.381933512025768,32.16023525969566,164
-9.134737111903156,20.03099695177568,-1
0.002952978069666,4.569955791147004,-1
-31.45622481401145,-24.192465490084185,-1
39.21807365228665,-21.26803375724457,202
-14.768521651086454,13.11693893209007,4
11.34658451441036,33.031946783820146,152
-9.946796424020471,12.918744721254836,31
32.00051712875742,-28.395590820631288,-1
38.05629087097997,-24.251789831951335,-1
-7.845883014235501,20.386890797335973,-1
-35.202779905949,-20.637885324731073,96
-1.12584731353286,6.10979265371246,58
40.47707704466482,-23.801495400647816,212
40.958302472154614,-21.216735981832866,-1
-2.081513768284506,22.857318326764,-1
37.93407538498074,-27.033703531990326,196
-0.6669279397484947,15.429028360084269,-1
-7.950537435141712,21.177004137184777,-1
33.389308670781126,-25.090750833879525,-1
9.176784521408926,33.96559461981424,-1
34.745648241201465,-28.700900244470223,218
-9.058206035633674,-2.260018913885701,-1
-8.446347765674988,22.899319817568095,-1
37.02465796695645,-26.022781265402745,193
-5.533374517130713,24.092161985033513,-1
13.54979998454696,29.16833097987972,125
-5.677916472551705,21.202163412309304,-1
46.90019967136698,-18.302251880570935,-1
-9.677351203741257,12.922094984487773,31
-3.561970252674886,12.994812528862088,-1
-27.443693513840252,-27.97525349715956,114
9.436287822170756,35.665723411654724,169
13.428769778475605,32.19612337866573,138
-13.141196407246806,10.144740454008568,32
-33.55442939995367,-20.960833993372685,83
-31.678270542730772,-22.89778169580653,-1
-13.424500122456704,11.233263888204911,-1
11.16676327724363,34.93455084254165,158
-34.45210756049912,-21.46713779163219,87
-13.308024715517332,14.15052819966549,17
